d_lbmda, real(z12), imag(z12)
2.5376884422110555, -3.9512377684968243, -7.759823761348365
2.5874371859296486, -6.019115264043947, -6.062580679564839
2.6371859296482416, -7.444165880974964, -3.8577868082750086
2.6869346733668342, -8.116720406666772, -1.3699734494463058
2.7366834170854273, -8.000829931227031, 1.1581903878011417
2.7864321608040203, -7.134913774403131, 3.488792603562146
2.8361809045226134, -5.625725527336016, 5.410326390177978
2.8859296482412065, -3.6363670613476273, 6.756307712023151
2.935678391959799, -1.3694957272919766, 7.419314749605796
2.985427135678392, 0.9527153522764138, 7.359233053929906
3.035175879396985, 3.109945983801964, 6.604986661000957
3.0849246231155782, 4.904328609833925, 5.2496944356771
3.1346733668341713, 6.178277843846061, 3.4399061260550496
3.184422110552764, 6.827924237630143, 1.3601867146418058
3.234170854271357, 6.811080695844751, -0.7852883195476821
3.28391959798995, 6.149263622318742, -2.7923132055985675
3.333668341708543, 4.9238268265419975, -4.475625700794538
3.383417085427136, 3.2667244690281905, -5.685628879303934
3.4331658291457288, 1.346829668779364, -6.321421343847241
3.482914572864322, -0.6468837063028872, -6.3389939472420025
3.532663316582915, -2.5236722403519565, -5.753877125553167
3.582412060301508, -4.109070765846781, -4.638072599497811
3.632160804020101, -5.260902616831416, -3.111704752773676
3.6819095477386936, -5.88176603053212, -1.330368085235662
3.7316582914572867, -5.926942224099918, 0.5304679708000464
3.7814070351758797, -5.4071683328941305, 2.2924416714920923
3.831155778894473, -4.386200846962311, 3.791084195843382
3.880904522613066, -2.9735297520063853, 4.890907470792875
3.9306532663316585, -1.3129953316274623, 5.497464177160197
3.9804020100502515, 0.43158660707737795, 5.565309325012635
4.030150753768845, 2.092395982254061, 5.101160956227645
4.079899497487437, 3.5136127069844463, 4.162027286997187
4.12964824120603, 4.565897153219211, 2.848586225870932
4.179396984924623, 5.157985532074207, 1.294585746595743
4.229145728643216, 5.244384135494883, -0.34659880034028845
4.2788944723618085, 4.828569360434329, -1.9169003225946142
4.328643216080402, 3.9615338239355395, -3.268570400060028
4.378391959798995, 2.7359257330935662, -4.2778933055869
4.428140703517588, 1.276400164807768, -4.85637096164097
4.477889447236181, -0.2728675147888566, -4.95837389532511
4.527638190954773, -1.7622872025973777, -4.584577205418839
4.577386934673367, -3.0511971140924032, -3.7809114261735957
4.6271356783919595, -4.021048513090932, -2.6332139646259023
4.676884422110553, -4.586183934991425, -1.258200226021522
4.726633165829146, -4.701243788577344, 0.2082812423915854
4.776381909547738, -4.364600003416783, 1.6245263175556914
4.826130653266332, -3.6176037022083136, 2.8565121828314233
4.875879396984924, -2.5398100419574376, 3.7904399179977304
4.925628140703518, -1.2406917721345252, 4.343140737763996
4.9753768844221105, 0.15133620879879572, 4.469401866437629
5.025125628140703, 1.5015069666459624, 4.165553732644213
5.074874371859297, 2.6816735670322487, 3.4690232470266693
5.124623115577889, 3.5824000547779917, 2.4539637382449655
5.174371859296483, 4.123019964213796, 1.2234655671856274
5.224120603015075, 4.258746254693108, -0.10082385042851172
5.273869346733668, 3.98423313660831, -1.3906226667847505
5.323618090452261, 3.3333406194525708, -2.5233271761937814
5.373366834170854, 2.3752014669417605, -3.3935609764642862
5.4231155778894475, 1.2070179699373966, -3.9228972008010032
5.47286432160804, -0.055691155415559024, -4.066864196068622
5.522613065326633, -1.2904355058836785, -3.818600370050717
5.572361809045226, -2.3795776899163172, -3.2088494770627207
5.622110552763819, -3.221486266052935, -2.302353380279534
5.671859296482412, -3.739951156730811, -1.191058772451285
5.721608040201005, -3.890994862369837, 0.015141410589670556
5.771356783919598, -3.666491040144976, 1.1991965821708988
5.821105527638191, -3.0943188791158747, 2.2481692036492404
5.870854271356784, -2.2351042157075938, 3.063924176195549
5.920603015075377, -1.1759053495840277, 3.572245082653744
5.97035175879397, -0.021477456089286306, 3.7295376003683813
6.0201005025125625, 1.1160249342401158, 3.5265088149643304
6.069849246231156, 2.1278984928416236, 2.9885045488044355
6.119597989949749, 2.91923759047107, 2.1725189876117383
6.169346733668342, 3.417784760562725, 1.1612217829366074
6.219095477386935, 3.580462714726707, 0.054634309098119616
6.268844221105527, 3.3970120497900638, -1.039703700673904
6.318592964824121, 2.8904473762644614, -2.0171179079172674
6.368341708542713, 2.1143444318805393, -2.785747119722444
6.418090452261307, 1.1472598290778109, -3.275125313041876
6.4678391959798995, 0.08484642344689064, -3.442602552234284
6.517587939698492, -0.9695579653035082, -3.277015908069373
6.567336683417086, -1.9149457104281993, -2.7992886830360177
6.617085427135678, -2.6622823523931345, -2.059940551973689
6.666834170854272, -3.1428510287635305, -1.1337974032727374
6.716582914572864, -3.3145182980633763, -0.11245928812193995
6.766331658291457, -3.1653614770580987, 0.9047124344688768
6.8160804020100505, -2.714361208798408, 1.8202074899368768
6.865829145728643, -2.00914154656256, 2.5476616742703015
6.915577889447237, -1.1210115486254324, 3.0199615550886065
6.965326633165829, -0.1378097869367707, 3.195404299537131
7.015075376884422, 0.8447419336374367, 3.06134469352957
7.064824120603015, 1.7323280415024982, 2.635005395601347
7.114572864321608, 2.4410664090742245, 1.9614065332772128
7.1643216080402015, 2.9054043124834976, 1.1086556079926524
7.214070351758794, 3.084140628523059, 0.16109366047140838
7.263819095477387, 2.964029448676186, -0.789009863491259
7.31356783919598, 2.5606624561488474, -1.6503994307994745
7.363316582914573, 1.9165876466293668, -2.341556151625724
7.413065326633166, 1.096878684198245, -2.7983777004348056
7.462814070351759, 0.18260454149464067, -2.980097111785753
7.5125628140703515, -0.7371547609600668, -2.8728923139829305
7.562311557788945, -1.5739630645248326, -2.4908628768039023
7.612060301507538, -2.2485097531568385, -1.8743099383750064
7.661809045226131, -2.698100687643432, -1.0855213917412243
7.711557788944724, -2.8824513301251216, -0.20250564076986421
7.761306532663316, -2.787253592191419, 0.6886932326694577
7.81105527638191, -2.425210999999578, 1.502344619071188
7.8608040201005025, -1.8344798905347375, 2.1612428369457746
7.910552763819096, -1.074696650022986, 2.6040034546086446
7.960301507537689, -0.22099480958065953, 2.7907597973808507
8.010050251256281, 0.6433961398210357, 2.7067299986037483
8.059798994974875, 1.4352443167165916, 2.363331982085384
8.109547738693468, 2.0793122289470176, 1.796764879522776
8.15929648241206, 2.515484922131151, 1.0642249778385278
8.209045226130653, 2.7043539878630156, 0.23815347147338883
8.258793969849247, 2.6307438136388868, -0.6009032670876024
8.308542713567839, 2.3048728534354552, -1.3721190189209125
8.358291457286432, 1.7610709292869018, -2.0021446801638234
8.408040201005026, 1.0542033607597716, -2.432059787904521
8.457788944723617, 0.254166466727213, -2.622864000327361
8.507537688442211, -0.5610002022442018, -2.5589961714134404
8.557286432160804, -1.312708926361438, -2.249560761393788
8.607035175879398, -1.9293853647261443, -1.7271665815782669
8.65678391959799, -2.3532661126581473, -1.0445177592687571
8.706532663316583, -2.545786480857444, -0.2691146809895386
8.756281407035177, -2.491060196015752, 0.5234003194380179
8.806030150753768, -2.1971441284267144, 1.256597897365701
8.855778894472362, -1.6949954540232852, 1.860607414543388
8.905527638190955, -1.0352464264866938, 2.2787539051469494
8.955276381909547, -0.28312598562416724, 2.4728597867694404
9.00502512562814, 0.4879685934685085, 2.4267151635778035
9.054773869346734, 1.2036192690903675, 2.1473988711534133
9.104522613065328, 1.7955568698085358, 1.6643432244030691
9.15427135678392, 2.208159514062899, 1.0262571155752696
9.204020100502513, 2.403660685968589, 0.296229958918957
9.253768844221106, 2.365582458156723, -0.45448963337379666
9.303517587939698, 2.1000874792072466, -1.153427766737515
9.353266331658292, 1.6351453953730157, -1.733861090184213
9.403015075376885, 1.0176166316209105, -2.141168405450962
9.452763819095477, 0.30855201165257995, -2.3379568366506263
9.50251256281407, -0.4228254386931667, -2.30748149186887
9.552261306532664, -1.1058656531737228, -2.055043973364384
9.602010050251257, -1.6753055409998723, -1.607253278335854
9.651758793969849, -2.077492528254723, -1.0092424584226478
9.701507537688443, -2.2754236490429918, -0.32013283556109684
9.751256281407036, -2.252129599167503, 0.3927968118353107
9.801005025125628, -2.0120992489161296, 1.0606616301762628
9.850753768844221, -1.5806306579468128, 1.6196082372039342
9.900502512562815, -1.001191766470896, 2.0169036043883537
9.950251256281406, -0.3310612514797384, 2.2158978658980786
10.0, 0.36431794817006846, 2.199394216443224
